,Date,Mkt,CPI,RF,Return,SnP
1050,2015-07-01,0.0154,238.654,0.0,0.0154,3139.0417321202344
1051,2015-08-01,-0.0604,238.316,0.0,-0.0604,2949.4436115001727
1052,2015-09-01,-0.0307,237.945,0.0,-0.0307,2858.8956926271176
1053,2015-10-01,0.0775,237.838,0.0,0.0775,3080.460108805719
1054,2015-11-01,0.0056,237.336,0.0,0.0056,3097.710685415031
1055,2015-12-01,-0.0216,236.525,0.0001,-0.0216,3030.800134610067
1056,2016-01-01,-0.0576,236.916,0.0001,-0.0576,2856.2260468565273
1057,2016-02-01,-0.0005,237.111,0.0002,-0.0005,2854.797933833099
1058,2016-03-01,0.0698,238.132,0.0002,0.0698,3054.0628296146497
1059,2016-04-01,0.0092,239.261,0.0001,0.0092,3082.160207647105
1060,2016-05-01,0.0179,240.229,0.0001,0.0179,3137.330875363988
1061,2016-06-01,-0.0003,241.018,0.0002,-0.0003,3136.389676101379
1062,2016-07-01,0.0397,240.628,0.0002,0.0397,3260.9043462426043
1063,2016-08-01,0.0051,240.849,0.0002,0.0051,3277.534958408442
1064,2016-09-01,0.0027,241.428,0.0002,0.0027,3286.3843027961443
1065,2016-10-01,-0.02,241.729,0.0002,-0.02,3220.656616740221
1066,2016-11-01,0.0487,241.353,0.0001,0.0487,3377.50259397547
1067,2016-12-01,0.0184,241.432,0.0003,0.0184,3439.6486417046185
1068,2017-01-01,0.0198,242.839,0.0004,0.0198,3507.75368481037
1069,2017-02-01,0.0361,243.603,0.0004,0.0361,3634.383592832024
1070,2017-03-01,0.002,243.801,0.0003,0.002,3641.6523600176884
1071,2017-04-01,0.0114,244.524,0.0005,0.0114,3683.16719692189
1072,2017-05-01,0.0112,244.733,0.0006,0.0112,3724.4186695274157
1073,2017-06-01,0.0084,244.955,0.0006,0.0084,3755.7037863514456
1074,2017-07-01,0.0194,244.786,0.0007,0.0194,3828.5644398066643
1075,2017-08-01,0.0025,245.519,0.0009,0.0025,3838.1358509061806
1076,2017-09-01,0.026,246.819,0.0009,0.026,3937.9273830297416
1077,2017-10-01,0.0234,246.663,0.0009,0.0234,4030.074883792638
1078,2017-11-01,0.032,246.669,0.0008,0.032,4159.037280074002
1079,2017-12-01,0.0115,246.524,0.0009,0.0115,4206.866208794854
1080,2018-01-01,0.0569,247.867,0.0012,0.0569,4446.236896075281
1081,2018-02-01,-0.0354,248.991,0.0011,-0.0354,4288.840109954216
1082,2018-03-01,-0.0224,249.554,0.0011,-0.0224,4192.770091491242
1083,2018-04-01,0.0042,250.546,0.0014,0.0042,4210.379725875505
1084,2018-05-01,0.0279,251.588,0.0014,0.0279,4327.849320227432
1085,2018-06-01,0.0062,251.989,0.0014,0.0062,4354.681986012842
1086,2018-07-01,0.0335,252.006,0.0016,0.0335,4500.563832544272
1087,2018-08-01,0.036,252.146,0.0016,0.036,4662.5841305158665
1088,2018-09-01,0.0021,252.439,0.0015,0.0021,4672.37555718995
1089,2018-10-01,-0.0749,252.885,0.0019,-0.0749,4322.414627956423
1090,2018-11-01,0.0187,252.038,0.0018,0.0187,4403.243781499207
1091,2018-12-01,-0.0937,251.233,0.002,-0.0937,3990.6598391727316
